time,amplitude
0.0,-0.1970189487037184
2.2701475595913734e-05,-0.2083564576230873
4.540295119182747e-05,-0.20447157694442242
6.81044267877412e-05,-0.1710140331404107
9.080590238365494e-05,-0.14152065329422026
0.00011350737797956867,-0.14857686513914214
0.0001362088535754824,-0.17307539839847777
0.00015891032917139615,-0.17022120034884644
0.00018161180476730987,-0.13390945849520336
0.0002043132803632236,-0.10822167604852137
0.00022701475595913735,-0.11836993578054389
0.0002497162315550511,-0.1343851581701419
0.0002724177071509648,-0.13034171093316418
0.00029511918274687855,-0.10330611274082296
0.0003178206583427923,-0.07238563386981686
0.000340522133938706,-0.07785618013161025
0.00036322360953461975,-0.1043367953698565
0.0003859250851305335,-0.09839054943312456
0.0004086265607264472,-0.0862602077221914
0.00043132803632236095,-0.09490208515024182
0.0004540295119182747,-0.07460556568619678
0.0004767309875141884,-0.040989455323872194
0.0004994324631101022,-0.05993815904225799
0.0005221339387060158,-0.09339570284626972
0.0005448354143019296,-0.08118607785618014
0.0005675368898978433,-0.05454689605962103
0.0005902383654937571,-0.05486402917624673
0.0006129398410896708,-0.0704035518909062
0.0006356413166855846,-0.07714263061920242
0.0006583427922814982,-0.07785618013161025
0.000681044267877412,-0.07642908110679458
0.0007037457434733257,-0.062475223975263616
0.0007264472190692395,-0.050820581939269006
0.0007491486946651532,-0.06112740822960438
0.000771850170261067,-0.0704035518909062
0.0007945516458569807,-0.06517085546658209
0.0008172531214528944,-0.05890747641322445
0.0008399545970488081,-0.051296281614207566
0.0008626560726447219,-0.0477285340521684
0.0008853575482406356,-0.04963133275192262
0.0009080590238365494,-0.037104574645207326
0.0009307604994324631,-0.023230000792832793
0.0009534619750283768,-0.029493379846190437
0.0009761634506242905,-0.03662887497026877
0.0009988649262202044,-0.030524062475223976
0.001021566401816118,-0.022912867676207087
0.0010442678774120317,-0.029493379846190437
0.0010669693530079454,-0.05113771505589471
0.0010896708286038592,-0.049789899310235475
0.001112372304199773,-0.014667406643938794
0.0011350737797956867,0.0019820819789106475
0.0011577752553916004,-0.01300245778165385
0.0011804767309875142,-0.017680171251882978
0.001203178206583428,-0.0009513993498771109
0.0012258796821793417,0.01839372076429081
0.0012485811577752554,0.026797748354871958
0.0012712826333711692,0.026322048679933402
0.001293984108967083,0.02885911361293903
0.0013166855845629965,0.023943550305240625
0.0013393870601589102,0.010227543011178942
0.001362088535754824,0.016649488622849443
0.0013847900113507377,0.03647030841195592
0.0014074914869466515,0.04233727106953144
0.0014301929625425652,0.04083088876555934
0.001452894438138479,0.03623245857448664
0.0014755959137343927,0.029493379846190437
0.0014982973893303065,0.04154443827796718
0.0015209988649262202,0.06532942202489495
0.001543700340522134,0.07278205026559899
0.0015664018161180477,0.07397129945294538
0.0015891032917139615,0.09196860382145405
0.001611804767309875,0.11765638626813606
0.0016345062429057888,0.13303734242448267
0.0016572077185017025,0.14405771822722588
0.0016799091940976163,0.17204471576944422
0.00170261066969353,0.2203282327757076
0.0017253121452894438,0.26290335368270834
0.0017480136208853575,0.28438912233409974
0.0017707150964812713,0.3096804883849996
0.001793416572077185,0.3543169745500674
0.0018161180476730988,0.3870609688416713
0.0018388195232690125,0.3938000475699675
0.0018615209988649263,0.4029176246729565
0.00188422247446084,0.41996352969158807
0.0019069239500567536,0.42947752319035915
0.0019296254256526673,0.4378815507809403
0.001952326901248581,0.4481883770712757
0.001975028376844495,0.44755411083802427
0.001997729852440409,0.4360580353603425
0.0020204313280363225,0.4293189566320463
0.002043132803632236,0.4378815507809403
0.0020658342792281496,0.4481883770712757
0.0020885357548240634,0.44533417902164435
0.002111237230419977,0.44684056132561645
0.002133938706015891,0.4625386505985888
0.0021566401816118046,0.4749068421469912
0.0021793416572077184,0.48584793467057796
0.002202043132803632,0.5022595734559582
0.002224744608399546,0.5110600174423214
0.0022474460839954596,0.5152620312376119
0.0022701475595913734,0.5262031237611987
0.002292849035187287,0.5393641481011655
0.002315550510783201,0.5481645920875288
0.0023382519863791146,0.5484817252041544
0.0023609534619750284,0.542059779592484
0.002383654937570942,0.5353207008641877
0.002406356413166856,0.528105922460953
0.0024290578887627696,0.5231903591532546
0.0024517593643586834,0.5240624752239753
0.002474460839954597,0.5216839768492825
0.002497162315550511,0.5167684135415841
0.0025198637911464246,0.5120114167921985
0.0025425652667423384,0.4959961944026005
0.002565266742338252,0.4686434630936335
0.002587968217934166,0.44160786490129234
0.0026106696935300796,0.41338301752160467
0.002633371169125993,0.37960834060096726
0.0026560726447219067,0.34385158170141916
0.0026787741203178205,0.3122175533180052
0.002701475595913734,0.2848648220090383
0.002724177071509648,0.2533100769047808
0.0027468785471055617,0.2193768334258305
0.0027695800227014755,0.18948703718385793
0.0027922814982973892,0.15904225798779037
0.002814982973893303,0.1355744073574883
0.0028376844494892167,0.12899389518750495
0.0028603859250851305,0.12193768334258305
0.0028830874006810442,0.10227543011178943
0.002905788876276958,0.08419884246412432
0.0029284903518728717,0.0786490129231745
0.0029511918274687855,0.07595338143185602
0.0029738933030646992,0.06207880757948149
0.002996594778660613,0.040989455323872194
0.0030192962542565267,0.024260683421866328
0.0030419977298524405,0.0015063823039720922
0.0030646992054483542,-0.0348846428288274
0.003087400681044268,-0.07056211844921906
0.0031101021566401817,-0.10195829699516372
0.0031328036322360955,-0.1352572742408626
0.0031555051078320092,-0.16348212162055023
0.003178206583427923,-0.18758423848410372
0.0032009080590238363,-0.21493696979307064
0.00322360953461975,-0.23721557123602632
0.003246311010215664,-0.2512487116467137
0.0032690124858115776,-0.27217949734401015
0.0032917139614074913,-0.3029414096567034
0.003314415437003405,-0.3277570760326647
0.003337116912599319,-0.3436137318639499
0.0033598183881952326,-0.3619281693490843
0.0033825198637911463,-0.3770712756679616
0.00340522133938706,-0.38048045667168795
0.003427922814982974,-0.38571315309601206
0.0034506242905788876,-0.39800206136525806
0.0034733257661748013,-0.4060096725600571
0.003496027241770715,-0.4112423689843812
0.003518728717366629,-0.42035994608737015
0.0035414301929625426,-0.42694045825735355
0.0035641316685584563,-0.42694045825735355
0.00358683314415437,-0.42305557757868867
0.003609534619750284,-0.41488939982557677
0.0036322360953461976,-0.40125267581067153
0.0036549375709421113,-0.38571315309601206
0.003677639046538025,-0.37659557599302307
0.003700340522133939,-0.37469277729326883
0.0037230419977298526,-0.37508919368905097
0.0037457434733257663,-0.37659557599302307
0.00376844494892168,-0.37929120748434153
0.0037911464245175934,-0.38301752160469354
0.003813847900113507,-0.3907872829620233
0.003836549375709421,-0.4037897407436772
0.0038592508513053347,-0.416792198525331
0.0038819523269012484,-0.41877428050424165
0.003904653802497162,-0.40426544041861573
0.003927355278093076,-0.387933084912392
0.00395005675368899,-0.38452390390866564
0.003972758229284903,-0.3852374534210735
0.003995459704880818,-0.3770712756679616
0.004018161180476731,-0.3586775549036708
